Name,Set,Qty,Foil,Avg Price,Rarity,Number
Annex Sentry,Phyrexia: All Will Be One,1,TRUE,0.17,Uncommon,2
Apostle of Invasion,Phyrexia: All Will Be One,1,TRUE,0.06,Uncommon,3
Basilica Shepherd,Phyrexia: All Will Be One,1,TRUE,0.11,Common,4
Bladed Ambassador,Phyrexia: All Will Be One,1,TRUE,0.03,Uncommon,5
Charge of the Mites,Phyrexia: All Will Be One,1,TRUE,0.18,Common,6
Compleat Devotion,Phyrexia: All Will Be One,1,TRUE,0.07,Common,7
Crawling Chorus,Phyrexia: All Will Be One,1,TRUE,0.17,Common,8
Duelist of Deep Faith,Phyrexia: All Will Be One,1,TRUE,0.07,Common,9
"Elesh Norn, Mother of Machines",Phyrexia: All Will Be One,1,TRUE,22.40,Mythic Rare,10
The Eternal Wanderer,Phyrexia: All Will Be One,1,TRUE,2.35,Rare,11
Flensing Raptor,Phyrexia: All Will Be One,1,TRUE,0.11,Common,12
Goldwarden's Helm,Phyrexia: All Will Be One,1,TRUE,0.07,Common,13
Hexgold Hoverwings,Phyrexia: All Will Be One,1,TRUE,0.11,Uncommon,14
Incisor Glider,Phyrexia: All Will Be One,1,TRUE,0.06,Common,15
Indoctrination Attendant,Phyrexia: All Will Be One,1,TRUE,0.12,Common,16
Infested Fleshcutter,Phyrexia: All Will Be One,1,TRUE,0.18,Uncommon,17
Jawbone Duelist,Phyrexia: All Will Be One,1,TRUE,0.17,Uncommon,18
"Kemba, Kha Enduring",Phyrexia: All Will Be One,1,TRUE,0.32,Rare,19
Leonin Lightbringer,Phyrexia: All Will Be One,1,TRUE,0.03,Common,20
Mandible Justiciar,Phyrexia: All Will Be One,1,TRUE,0.09,Common,21
Mirran Bardiche,Phyrexia: All Will Be One,1,TRUE,0.14,Common,22
"Mondrak, Glory Dominus",Phyrexia: All Will Be One,1,FALSE,40.28,Mythic Rare,23
Norn's Wellspring,Phyrexia: All Will Be One,1,TRUE,0.17,Rare,24
Orthodoxy Enforcer,Phyrexia: All Will Be One,1,TRUE,0.03,Common,25
Ossification,Phyrexia: All Will Be One,1,TRUE,0.81,Uncommon,26
Phyrexian Vindicator,Phyrexia: All Will Be One,1,FALSE,3.00,Mythic Rare,27
Planar Disruption,Phyrexia: All Will Be One,1,TRUE,0.22,Common,28
Plated Onslaught,Phyrexia: All Will Be One,1,TRUE,0.10,Uncommon,29
Porcelain Zealot,Phyrexia: All Will Be One,1,FALSE,0.15,Uncommon,30
Resistance Reunited,Phyrexia: All Will Be One,1,TRUE,0.07,Uncommon,31
Sinew Dancer,Phyrexia: All Will Be One,1,TRUE,0.03,Common,32
"Skrelv, Defector Mite",Phyrexia: All Will Be One,1,TRUE,2.88,Rare,33
Skrelv's Hive,Phyrexia: All Will Be One,1,TRUE,2.60,Rare,34
Swooping Lookout,Phyrexia: All Will Be One,1,TRUE,0.18,Uncommon,35
Vanish into Eternity,Phyrexia: All Will Be One,1,TRUE,0.17,Common,36
Veil of Assimilation,Phyrexia: All Will Be One,1,FALSE,0.15,Uncommon,37
Veil of Assimilation,Phyrexia: All Will Be One,1,TRUE,0.08,Uncommon,37
White Sun's Twilight,Phyrexia: All Will Be One,1,TRUE,4.53,Rare,38
Zealot's Conviction,Phyrexia: All Will Be One,1,TRUE,0.09,Common,39
Atmosphere Surgeon,Phyrexia: All Will Be One,1,TRUE,0.05,Uncommon,41
Blade of Shared Souls,Phyrexia: All Will Be One,1,TRUE,0.21,Rare,42
Blue Sun's Twilight,Phyrexia: All Will Be One,1,TRUE,0.52,Rare,43
Bring the Ending,Phyrexia: All Will Be One,1,TRUE,0.15,Common,44
Chrome Prowler,Phyrexia: All Will Be One,1,TRUE,0.09,Common,45
Distorted Curiosity,Phyrexia: All Will Be One,1,TRUE,0.08,Uncommon,46
Encroaching Mycosynth,Phyrexia: All Will Be One,1,FALSE,0.40,Rare,47
Escaped Experiment,Phyrexia: All Will Be One,1,TRUE,0.08,Common,48
Experimental Augury,Phyrexia: All Will Be One,1,TRUE,0.62,Common,49
Eye of Malcator,Phyrexia: All Will Be One,1,TRUE,0.06,Common,50
Font of Progress,Phyrexia: All Will Be One,1,TRUE,0.02,Uncommon,51
Gitaxian Anatomist,Phyrexia: All Will Be One,1,TRUE,0.08,Common,52
Gitaxian Raptor,Phyrexia: All Will Be One,1,TRUE,0.03,Common,53
Ichor Synthesizer,Phyrexia: All Will Be One,1,TRUE,0.04,Common,55
Ichormoon Gauntlet,Phyrexia: All Will Be One,1,TRUE,6.58,Mythic Rare,56
"Jace, the Perfected Mind",Phyrexia: All Will Be One,1,TRUE,9.57,Mythic Rare,57
Malcator's Watcher,Phyrexia: All Will Be One,1,TRUE,0.10,Common,58
Meldweb Curator,Phyrexia: All Will Be One,1,TRUE,0.13,Common,59
Meldweb Strider,Phyrexia: All Will Be One,1,TRUE,0.04,Common,60
Mercurial Spelldancer,Phyrexia: All Will Be One,1,TRUE,0.40,Rare,61
Mesmerizing Dose,Phyrexia: All Will Be One,1,TRUE,0.11,Common,62
Mindsplice Apparatus,Phyrexia: All Will Be One,1,TRUE,2.67,Rare,63
Minor Misstep,Phyrexia: All Will Be One,1,TRUE,0.21,Uncommon,64
Prologue to Phyresis,Phyrexia: All Will Be One,1,TRUE,0.38,Common,65
Quicksilver Fisher,Phyrexia: All Will Be One,1,TRUE,0.07,Common,66
Reject Imperfection,Phyrexia: All Will Be One,1,TRUE,0.23,Uncommon,67
Serum Snare,Phyrexia: All Will Be One,1,TRUE,0.36,Uncommon,68
Tamiyo's Immobilizer,Phyrexia: All Will Be One,1,TRUE,0.05,Uncommon,69
Tamiyo's Logbook,Phyrexia: All Will Be One,1,TRUE,0.08,Uncommon,70
"Tekuthal, Inquiry Dominus",Phyrexia: All Will Be One,1,TRUE,7.03,Mythic Rare,71
Thrummingbird,Phyrexia: All Will Be One,1,TRUE,0.24,Uncommon,72
Transplant Theorist,Phyrexia: All Will Be One,1,TRUE,0.08,Uncommon,73
Trawler Drake,Phyrexia: All Will Be One,1,TRUE,0.09,Uncommon,74
"Unctus, Grand Metatect",Phyrexia: All Will Be One,1,TRUE,0.28,Rare,75
Unctus's Retrofitter,Phyrexia: All Will Be One,1,TRUE,0.08,Uncommon,76
Vivisurgeon's Insight,Phyrexia: All Will Be One,1,TRUE,0.11,Common,77
Watchful Blisterzoa,Phyrexia: All Will Be One,1,TRUE,0.08,Uncommon,78
Ambulatory Edifice,Phyrexia: All Will Be One,1,TRUE,0.07,Uncommon,79
Annihilating Glare,Phyrexia: All Will Be One,1,TRUE,0.13,Common,80
Anoint with Affliction,Phyrexia: All Will Be One,1,TRUE,2.43,Common,81
Archfiend of the Dross,Phyrexia: All Will Be One,1,TRUE,9.07,Rare,82
Bilious Skulldweller,Phyrexia: All Will Be One,1,TRUE,0.23,Uncommon,83
Black Sun's Twilight,Phyrexia: All Will Be One,1,TRUE,0.34,Rare,84
Blightbelly Rat,Phyrexia: All Will Be One,1,TRUE,0.27,Common,85
Bonepicker Skirge,Phyrexia: All Will Be One,1,TRUE,0.04,Common,86
Chittering Skitterling,Phyrexia: All Will Be One,1,TRUE,0.09,Uncommon,87
Cruel Grimnarch,Phyrexia: All Will Be One,1,TRUE,0.04,Common,88
Cutthroat Centurion,Phyrexia: All Will Be One,1,TRUE,0.04,Common,89
"Drivnod, Carnage Dominus",Phyrexia: All Will Be One,1,TRUE,4.77,Mythic Rare,90
Drown in Ichor,Phyrexia: All Will Be One,1,TRUE,1.02,Uncommon,91
Duress,Phyrexia: All Will Be One,1,TRUE,0.10,Common,92
Feed the Infection,Phyrexia: All Will Be One,1,TRUE,0.14,Uncommon,93
Fleshless Gladiator,Phyrexia: All Will Be One,1,TRUE,0.04,Common,94
"Geth, Thane of Contracts",Phyrexia: All Will Be One,1,TRUE,0.17,Rare,95
Gulping Scraptrap,Phyrexia: All Will Be One,1,TRUE,0.16,Common,96
Infectious Inquiry,Phyrexia: All Will Be One,1,TRUE,0.27,Common,97
"Karumonix, the Rat King",Phyrexia: All Will Be One,1,TRUE,1.37,Rare,98
Necrogen Communion,Phyrexia: All Will Be One,1,TRUE,0.23,Uncommon,99
Necrosquito,Phyrexia: All Will Be One,1,TRUE,0.14,Uncommon,100
Nimraiser Paladin,Phyrexia: All Will Be One,1,TRUE,0.07,Uncommon,101
Offer Immortality,Phyrexia: All Will Be One,1,TRUE,0.20,Common,102
Pestilent Syphoner,Phyrexia: All Will Be One,1,TRUE,0.18,Common,103
Phyrexian Arena,Phyrexia: All Will Be One,1,TRUE,3.89,Rare,104
Phyrexian Obliterator,Phyrexia: All Will Be One,1,FALSE,7.50,Mythic Rare,105
Ravenous Necrotitan,Phyrexia: All Will Be One,1,TRUE,0.06,Uncommon,106
Scheming Aspirant,Phyrexia: All Will Be One,1,TRUE,0.23,Uncommon,107
Sheoldred's Headcleaver,Phyrexia: All Will Be One,1,TRUE,0.07,Common,109
Stinging Hivemaster,Phyrexia: All Will Be One,1,TRUE,0.07,Common,110
Testament Bearer,Phyrexia: All Will Be One,1,TRUE,0.05,Common,111
Vat Emergence,Phyrexia: All Will Be One,1,TRUE,0.22,Uncommon,112
Vat of Rebirth,Phyrexia: All Will Be One,1,TRUE,0.33,Uncommon,113
"Vraan, Executioner Thane",Phyrexia: All Will Be One,1,TRUE,0.63,Rare,114
"Vraska, Betrayal's Sting",Phyrexia: All Will Be One,1,FALSE,11.75,Mythic Rare,115
Whisper of the Dross,Phyrexia: All Will Be One,1,TRUE,1.52,Common,117
All Will Be One,Phyrexia: All Will Be One,1,TRUE,12.68,Mythic Rare,118
Awaken the Sleeper,Phyrexia: All Will Be One,1,TRUE,0.07,Uncommon,119
Axiom Engraver,Phyrexia: All Will Be One,1,TRUE,0.03,Common,120
Barbed Batterfist,Phyrexia: All Will Be One,1,TRUE,0.12,Common,121
Bladegraft Aspirant,Phyrexia: All Will Be One,1,TRUE,0.16,Common,122
Blazing Crescendo,Phyrexia: All Will Be One,1,TRUE,0.22,Common,123
Cacophony Scamp,Phyrexia: All Will Be One,1,TRUE,1.50,Uncommon,124
Capricious Hellraiser,Phyrexia: All Will Be One,1,FALSE,0.48,Mythic Rare,125
Chimney Rabble,Phyrexia: All Will Be One,1,TRUE,0.12,Common,126
Churning Reservoir,Phyrexia: All Will Be One,1,TRUE,0.10,Uncommon,127
Dragonwing Glider,Phyrexia: All Will Be One,1,TRUE,0.16,Rare,128
Exuberant Fuseling,Phyrexia: All Will Be One,1,TRUE,0.08,Uncommon,129
Forgehammer Centurion,Phyrexia: All Will Be One,1,TRUE,0.03,Common,130
Free from Flesh,Phyrexia: All Will Be One,1,TRUE,0.07,Common,131
Furnace Punisher,Phyrexia: All Will Be One,1,TRUE,0.09,Uncommon,132
Furnace Strider,Phyrexia: All Will Be One,1,TRUE,0.03,Common,133
Gleeful Demolition,Phyrexia: All Will Be One,1,TRUE,0.54,Uncommon,134
Hazardous Blast,Phyrexia: All Will Be One,1,TRUE,0.15,Common,135
Hexgold Halberd,Phyrexia: All Will Be One,1,TRUE,0.14,Uncommon,136
Hexgold Slash,Phyrexia: All Will Be One,1,TRUE,0.03,Common,137
"Koth, Fire of Resistance",Phyrexia: All Will Be One,1,TRUE,0.51,Rare,138
Kuldotha Cackler,Phyrexia: All Will Be One,1,TRUE,0.02,Common,139
Magmatic Sprinter,Phyrexia: All Will Be One,1,TRUE,0.06,Uncommon,140
Molten Rebuke,Phyrexia: All Will Be One,1,TRUE,0.03,Common,141
Nahiri's Sacrifice,Phyrexia: All Will Be One,1,TRUE,0.05,Uncommon,142
Oxidda Finisher,Phyrexia: All Will Be One,1,TRUE,0.10,Uncommon,143
Rebel Salvo,Phyrexia: All Will Be One,1,TRUE,0.24,Uncommon,144
Red Sun's Twilight,Phyrexia: All Will Be One,1,TRUE,0.30,Rare,145
Resistance Skywarden,Phyrexia: All Will Be One,1,TRUE,0.02,Uncommon,146
Sawblade Scamp,Phyrexia: All Will Be One,1,TRUE,0.10,Common,147
Shrapnel Slinger,Phyrexia: All Will Be One,1,TRUE,0.05,Common,148
"Slobad, Iron Goblin",Phyrexia: All Will Be One,1,TRUE,0.19,Rare,149
"Solphim, Mayhem Dominus",Phyrexia: All Will Be One,1,TRUE,21.71,Mythic Rare,150
Thrill of Possibility,Phyrexia: All Will Be One,1,TRUE,0.15,Common,151
Urabrask's Anointer,Phyrexia: All Will Be One,1,TRUE,0.02,Uncommon,152
Urabrask's Forge,Phyrexia: All Will Be One,1,TRUE,7.92,Rare,153
Vindictive Flamestoker,Phyrexia: All Will Be One,1,TRUE,0.16,Rare,154
Volt Charge,Phyrexia: All Will Be One,1,TRUE,0.13,Common,155
Vulshok Splitter,Phyrexia: All Will Be One,1,TRUE,0.12,Common,156
Adaptive Sporesinger,Phyrexia: All Will Be One,1,TRUE,0.11,Common,157
Armored Scrapgorger,Phyrexia: All Will Be One,1,TRUE,0.27,Uncommon,158
Bloated Contaminator,Phyrexia: All Will Be One,1,FALSE,2.34,Rare,159
Branchblight Stalker,Phyrexia: All Will Be One,1,TRUE,0.08,Common,160
Cankerbloom,Phyrexia: All Will Be One,1,TRUE,0.51,Uncommon,161
Carnivorous Canopy,Phyrexia: All Will Be One,1,TRUE,0.12,Common,162
Conduit of Worlds,Phyrexia: All Will Be One,1,TRUE,7.47,Rare,163
Contagious Vorrac,Phyrexia: All Will Be One,1,TRUE,0.10,Common,164
Copper Longlegs,Phyrexia: All Will Be One,1,TRUE,0.15,Common,165
Evolved Spinoderm,Phyrexia: All Will Be One,1,FALSE,0.25,Rare,166
Evolving Adaptive,Phyrexia: All Will Be One,1,TRUE,0.07,Uncommon,167
Expand the Sphere,Phyrexia: All Will Be One,1,TRUE,0.19,Uncommon,168
Green Sun's Twilight,Phyrexia: All Will Be One,1,TRUE,0.23,Rare,169
Ichorspit Basilisk,Phyrexia: All Will Be One,1,TRUE,0.13,Common,170
Incubation Sac,Phyrexia: All Will Be One,1,TRUE,0.07,Uncommon,171
Infectious Bite,Phyrexia: All Will Be One,1,TRUE,0.40,Uncommon,172
Lattice-Blade Mantis,Phyrexia: All Will Be One,1,TRUE,0.04,Common,173
Maze's Mantle,Phyrexia: All Will Be One,1,TRUE,0.04,Common,174
"Nissa, Ascended Animist",Phyrexia: All Will Be One,1,TRUE,6.56,Mythic Rare,175
Noxious Assault,Phyrexia: All Will Be One,1,TRUE,0.21,Uncommon,176
Oil-Gorger Troll,Phyrexia: All Will Be One,1,TRUE,0.02,Common,177
Paladin of Predation,Phyrexia: All Will Be One,1,TRUE,0.15,Uncommon,178
Plague Nurse,Phyrexia: All Will Be One,1,TRUE,0.12,Common,179
Predation Steward,Phyrexia: All Will Be One,1,TRUE,0.02,Common,180
Rustvine Cultivator,Phyrexia: All Will Be One,1,TRUE,0.04,Common,181
Ruthless Predation,Phyrexia: All Will Be One,1,TRUE,0.04,Common,182
Skyscythe Engulfer,Phyrexia: All Will Be One,1,TRUE,0.03,Common,183
Sylvok Battle-Chair,Phyrexia: All Will Be One,1,TRUE,0.03,Uncommon,184
Thirsting Roots,Phyrexia: All Will Be One,1,TRUE,0.44,Common,185
"Thrun, Breaker of Silence",Phyrexia: All Will Be One,1,TRUE,0.31,Rare,186
Titanic Growth,Phyrexia: All Will Be One,1,TRUE,0.05,Common,187
Tyrranax Atrocity,Phyrexia: All Will Be One,1,TRUE,0.10,Common,188
Tyrranax Rex,Phyrexia: All Will Be One,1,FALSE,6.72,Mythic Rare,189
Tyvar's Stand,Phyrexia: All Will Be One,1,TRUE,2.34,Uncommon,190
Unnatural Restoration,Phyrexia: All Will Be One,1,TRUE,0.76,Uncommon,191
Venerated Rotpriest,Phyrexia: All Will Be One,1,TRUE,2.41,Rare,192
Venomous Brutalizer,Phyrexia: All Will Be One,1,TRUE,0.11,Uncommon,193
Viral Spawning,Phyrexia: All Will Be One,1,TRUE,0.06,Uncommon,194
"Zopandrel, Hunger Dominus",Phyrexia: All Will Be One,1,TRUE,9.35,Mythic Rare,195
"Atraxa, Grand Unifier",Phyrexia: All Will Be One,1,FALSE,19.97,Mythic Rare,196
"Atraxa, Grand Unifier",Phyrexia: All Will Be One,1,TRUE,20.26,Mythic Rare,196
Bladehold War-Whip,Phyrexia: All Will Be One,1,TRUE,0.31,Uncommon,197
Cephalopod Sentry,Phyrexia: All Will Be One,1,TRUE,0.10,Uncommon,198
Charforger,Phyrexia: All Will Be One,1,TRUE,0.07,Uncommon,199
Cinderslash Ravager,Phyrexia: All Will Be One,1,TRUE,0.07,Uncommon,200
"Ezuri, Stalker of Spheres",Phyrexia: All Will Be One,1,TRUE,0.57,Rare,201
Glissa Sunslayer,Phyrexia: All Will Be One,1,TRUE,11.18,Rare,202
"Jor Kadeen, First Goldwarden",Phyrexia: All Will Be One,1,TRUE,0.21,Rare,203
"Kaito, Dancing Shadow",Phyrexia: All Will Be One,1,TRUE,0.54,Rare,204
"Kaya, Intangible Slayer",Phyrexia: All Will Be One,1,TRUE,0.32,Rare,205
"Kethek, Crucible Goliath",Phyrexia: All Will Be One,1,TRUE,0.15,Rare,206
"Lukka, Bound to Ruin",Phyrexia: All Will Be One,1,TRUE,0.50,Mythic Rare,207
"Malcator, Purity Overseer",Phyrexia: All Will Be One,1,TRUE,0.17,Rare,208
"Melira, the Living Cure",Phyrexia: All Will Be One,1,TRUE,0.17,Rare,209
"Migloz, Maze Crusher",Phyrexia: All Will Be One,1,TRUE,0.22,Rare,210
"Nahiri, the Unforgiving",Phyrexia: All Will Be One,1,FALSE,0.50,Mythic Rare,211
Necrogen Rotpriest,Phyrexia: All Will Be One,1,FALSE,0.20,Uncommon,212
"Ovika, Enigma Goliath",Phyrexia: All Will Be One,1,TRUE,0.41,Rare,213
"Ria Ivor, Bane of Bladehold",Phyrexia: All Will Be One,1,TRUE,0.20,Rare,214
Serum-Core Chimera,Phyrexia: All Will Be One,1,TRUE,0.05,Uncommon,215
Slaughter Singer,Phyrexia: All Will Be One,1,TRUE,0.18,Uncommon,216
Tainted Observer,Phyrexia: All Will Be One,1,TRUE,0.22,Uncommon,217
"Tyvar, Jubilant Brawler",Phyrexia: All Will Be One,1,TRUE,1.80,Rare,218
"Venser, Corpse Puppet",Phyrexia: All Will Be One,1,TRUE,0.20,Rare,219
Vivisection Evangelist,Phyrexia: All Will Be One,1,TRUE,0.07,Uncommon,220
Voidwing Hybrid,Phyrexia: All Will Be One,1,FALSE,0.25,Uncommon,221
Argentum Masticore,Phyrexia: All Will Be One,1,TRUE,0.21,Rare,222
Atraxa's Skitterfang,Phyrexia: All Will Be One,1,TRUE,0.12,Uncommon,223
Basilica Skullbomb,Phyrexia: All Will Be One,1,TRUE,0.09,Common,224
Dross Skullbomb,Phyrexia: All Will Be One,1,TRUE,0.11,Common,225
Dune Mover,Phyrexia: All Will Be One,1,TRUE,0.17,Common,226
The Filigree Sylex,Phyrexia: All Will Be One,1,TRUE,0.25,Rare,227
Furnace Skullbomb,Phyrexia: All Will Be One,1,TRUE,0.04,Common,228
"Graaz, Unstoppable Juggernaut",Phyrexia: All Will Be One,1,TRUE,0.24,Rare,229
Ichorplate Golem,Phyrexia: All Will Be One,1,TRUE,0.07,Uncommon,230
Maze Skullbomb,Phyrexia: All Will Be One,1,TRUE,0.05,Common,231
Mirran Safehouse,Phyrexia: All Will Be One,1,TRUE,0.12,Rare,232
Monument to Perfection,Phyrexia: All Will Be One,1,TRUE,0.20,Rare,233
Myr Convert,Phyrexia: All Will Be One,1,TRUE,0.24,Uncommon,234
Myr Custodian,Phyrexia: All Will Be One,1,TRUE,0.10,Common,235
Myr Kinsmith,Phyrexia: All Will Be One,1,TRUE,0.14,Common,236
Phyrexian Atlas,Phyrexia: All Will Be One,1,TRUE,0.11,Common,237
Prophetic Prism,Phyrexia: All Will Be One,1,TRUE,0.11,Common,238
Prosthetic Injector,Phyrexia: All Will Be One,1,TRUE,0.13,Uncommon,239
Ribskiff,Phyrexia: All Will Be One,1,TRUE,0.06,Uncommon,240
Soulless Jailer,Phyrexia: All Will Be One,1,TRUE,1.80,Rare,241
Staff of Compleation,Phyrexia: All Will Be One,1,TRUE,5.84,Mythic Rare,242
Surgical Skullbomb,Phyrexia: All Will Be One,1,TRUE,0.08,Common,243
Sword of Forge and Frontier,Phyrexia: All Will Be One,1,TRUE,7.37,Mythic Rare,244
Tablet of Compleation,Phyrexia: All Will Be One,1,TRUE,0.17,Rare,245
Zenith Chronicler,Phyrexia: All Will Be One,1,TRUE,0.37,Rare,246
The Autonomous Furnace,Phyrexia: All Will Be One,1,TRUE,0.13,Common,247
Blackcleave Cliffs,Phyrexia: All Will Be One,1,FALSE,2.22,Rare,248
Copperline Gorge,Phyrexia: All Will Be One,1,TRUE,3.31,Rare,249
Darkslick Shores,Phyrexia: All Will Be One,1,TRUE,4.99,Rare,250
The Dross Pits,Phyrexia: All Will Be One,1,TRUE,0.15,Common,251
The Fair Basilica,Phyrexia: All Will Be One,1,TRUE,0.12,Common,252
The Hunter Maze,Phyrexia: All Will Be One,1,TRUE,0.12,Common,253
Mirrex,Phyrexia: All Will Be One,1,TRUE,3.12,Rare,254
The Monumental Facade,Phyrexia: All Will Be One,1,TRUE,0.17,Rare,255
The Mycosynth Gardens,Phyrexia: All Will Be One,1,TRUE,3.04,Rare,256
Razorverge Thicket,Phyrexia: All Will Be One,1,FALSE,1.64,Rare,257
